id,full_name,gender,governorate,party
6271,Candidate 6271,Male,Dhi Qar,Progressive Movement
6272,Candidate 6272,Male,Basra,Progressive Movement
6273,Candidate 6273,Male,Erbil,Progressive Movement
6274,Candidate 6274,Female,Dhi Qar,Justice Bloc
6275,Candidate 6275,Female,Erbil,Justice Bloc
6276,Candidate 6276,Male,Sulaymaniyah,Renewal Front
6277,Candidate 6277,Male,Dhi Qar,Unity Alliance
6278,Candidate 6278,Male,Basra,Progressive Movement
6279,Candidate 6279,Female,Basra,Unity Alliance
6280,Candidate 6280,Female,Kirkuk,People First
6281,Candidate 6281,Female,Baghdad,Unity Alliance
6282,Candidate 6282,Male,Basra,Justice Bloc
6283,Candidate 6283,Female,Najaf,Justice Bloc
6284,Candidate 6284,Male,Karbala,Unity Alliance
6285,Candidate 6285,Male,Anbar,Renewal Front
6286,Candidate 6286,Female,Najaf,Unity Alliance
6287,Candidate 6287,Female,Najaf,Progressive Movement
6288,Candidate 6288,Female,Erbil,Progressive Movement
6289,Candidate 6289,Female,Basra,Progressive Movement
6290,Candidate 6290,Male,Nineveh,Unity Alliance
6291,Candidate 6291,Male,Kirkuk,People First
6292,Candidate 6292,Male,Najaf,People First
6293,Candidate 6293,Male,Dhi Qar,People First
6294,Candidate 6294,Female,Kirkuk,Unity Alliance
6295,Candidate 6295,Female,Kirkuk,People First
6296,Candidate 6296,Male,Sulaymaniyah,People First
6297,Candidate 6297,Male,Erbil,Progressive Movement
6298,Candidate 6298,Male,Kirkuk,Progressive Movement
6299,Candidate 6299,Female,Erbil,People First
6300,Candidate 6300,Female,Baghdad,Unity Alliance
6301,Candidate 6301,Female,Erbil,People First
6302,Candidate 6302,Female,Erbil,Justice Bloc
6303,Candidate 6303,Female,Nineveh,Progressive Movement
6304,Candidate 6304,Male,Basra,Progressive Movement
6305,Candidate 6305,Male,Nineveh,Justice Bloc
6306,Candidate 6306,Female,Kirkuk,Renewal Front
6307,Candidate 6307,Female,Anbar,Unity Alliance
6308,Candidate 6308,Female,Najaf,Justice Bloc
6309,Candidate 6309,Male,Karbala,People First
6310,Candidate 6310,Male,Najaf,Progressive Movement
6311,Candidate 6311,Male,Karbala,Renewal Front
6312,Candidate 6312,Female,Nineveh,Unity Alliance
6313,Candidate 6313,Female,Sulaymaniyah,Unity Alliance
6314,Candidate 6314,Male,Basra,Renewal Front
6315,Candidate 6315,Female,Karbala,Unity Alliance
6316,Candidate 6316,Female,Sulaymaniyah,Progressive Movement
6317,Candidate 6317,Male,Dhi Qar,Renewal Front
6318,Candidate 6318,Male,Sulaymaniyah,Renewal Front
6319,Candidate 6319,Male,Erbil,Renewal Front
6320,Candidate 6320,Male,Sulaymaniyah,Progressive Movement
6321,Candidate 6321,Female,Baghdad,Unity Alliance
6322,Candidate 6322,Male,Kirkuk,Unity Alliance
6323,Candidate 6323,Female,Najaf,Justice Bloc
6324,Candidate 6324,Female,Kirkuk,Unity Alliance
6325,Candidate 6325,Female,Sulaymaniyah,Progressive Movement
6326,Candidate 6326,Female,Erbil,People First
6327,Candidate 6327,Female,Erbil,People First
6328,Candidate 6328,Female,Baghdad,Renewal Front
6329,Candidate 6329,Male,Kirkuk,People First
6330,Candidate 6330,Male,Najaf,Renewal Front
6331,Candidate 6331,Male,Najaf,Renewal Front
6332,Candidate 6332,Male,Baghdad,People First
6333,Candidate 6333,Male,Anbar,Unity Alliance
6334,Candidate 6334,Male,Kirkuk,Justice Bloc
6335,Candidate 6335,Female,Kirkuk,Justice Bloc
6336,Candidate 6336,Female,Anbar,Renewal Front
6337,Candidate 6337,Male,Anbar,Unity Alliance
6338,Candidate 6338,Female,Sulaymaniyah,Justice Bloc
6339,Candidate 6339,Male,Najaf,Unity Alliance
6340,Candidate 6340,Female,Najaf,Progressive Movement
6341,Candidate 6341,Female,Dhi Qar,Progressive Movement
6342,Candidate 6342,Male,Basra,Renewal Front
6343,Candidate 6343,Female,Erbil,Progressive Movement
6344,Candidate 6344,Female,Nineveh,Progressive Movement
6345,Candidate 6345,Male,Anbar,Justice Bloc
6346,Candidate 6346,Male,Kirkuk,Progressive Movement
6347,Candidate 6347,Male,Anbar,Unity Alliance
6348,Candidate 6348,Male,Basra,Renewal Front
6349,Candidate 6349,Female,Baghdad,Justice Bloc
6350,Candidate 6350,Male,Anbar,Progressive Movement
6351,Candidate 6351,Male,Kirkuk,Renewal Front
6352,Candidate 6352,Male,Anbar,Renewal Front
6353,Candidate 6353,Male,Nineveh,Progressive Movement
6354,Candidate 6354,Male,Baghdad,Unity Alliance
6355,Candidate 6355,Male,Nineveh,Progressive Movement
6356,Candidate 6356,Male,Baghdad,Unity Alliance
6357,Candidate 6357,Male,Kirkuk,Justice Bloc
6358,Candidate 6358,Female,Dhi Qar,Justice Bloc
6359,Candidate 6359,Male,Baghdad,Unity Alliance
6360,Candidate 6360,Female,Dhi Qar,Unity Alliance
6361,Candidate 6361,Male,Kirkuk,Unity Alliance
6362,Candidate 6362,Female,Karbala,People First
6363,Candidate 6363,Female,Basra,People First
6364,Candidate 6364,Male,Karbala,Renewal Front
6365,Candidate 6365,Female,Sulaymaniyah,Progressive Movement
6366,Candidate 6366,Male,Anbar,Renewal Front
6367,Candidate 6367,Male,Najaf,People First
6368,Candidate 6368,Female,Kirkuk,Progressive Movement
6369,Candidate 6369,Male,Sulaymaniyah,People First
6370,Candidate 6370,Female,Anbar,People First
6371,Candidate 6371,Male,Baghdad,Unity Alliance
6372,Candidate 6372,Male,Baghdad,Justice Bloc
6373,Candidate 6373,Female,Nineveh,Unity Alliance
6374,Candidate 6374,Female,Erbil,People First
6375,Candidate 6375,Female,Najaf,Unity Alliance
6376,Candidate 6376,Female,Baghdad,Unity Alliance
6377,Candidate 6377,Female,Dhi Qar,Justice Bloc
6378,Candidate 6378,Female,Erbil,Unity Alliance
6379,Candidate 6379,Male,Baghdad,Justice Bloc
6380,Candidate 6380,Female,Erbil,Unity Alliance
6381,Candidate 6381,Male,Karbala,People First
6382,Candidate 6382,Male,Najaf,Renewal Front
6383,Candidate 6383,Female,Basra,Justice Bloc
6384,Candidate 6384,Female,Anbar,Justice Bloc
6385,Candidate 6385,Male,Kirkuk,Renewal Front
6386,Candidate 6386,Male,Sulaymaniyah,Renewal Front
6387,Candidate 6387,Male,Dhi Qar,Justice Bloc
6388,Candidate 6388,Male,Erbil,Renewal Front
6389,Candidate 6389,Male,Dhi Qar,Renewal Front
6390,Candidate 6390,Female,Nineveh,Justice Bloc
6391,Candidate 6391,Female,Baghdad,Renewal Front
6392,Candidate 6392,Male,Kirkuk,Justice Bloc
6393,Candidate 6393,Male,Najaf,Renewal Front
6394,Candidate 6394,Female,Anbar,Unity Alliance
6395,Candidate 6395,Female,Baghdad,People First
6396,Candidate 6396,Female,Nineveh,People First
6397,Candidate 6397,Female,Basra,Renewal Front
6398,Candidate 6398,Female,Dhi Qar,Unity Alliance
6399,Candidate 6399,Male,Nineveh,Unity Alliance
6400,Candidate 6400,Male,Nineveh,Justice Bloc
6401,Candidate 6401,Female,Najaf,Renewal Front
6402,Candidate 6402,Male,Dhi Qar,Unity Alliance
6403,Candidate 6403,Female,Basra,Renewal Front
6404,Candidate 6404,Male,Anbar,People First
6405,Candidate 6405,Male,Basra,Justice Bloc
6406,Candidate 6406,Female,Sulaymaniyah,Renewal Front
6407,Candidate 6407,Female,Basra,Justice Bloc
6408,Candidate 6408,Female,Najaf,People First
6409,Candidate 6409,Male,Nineveh,Justice Bloc
6410,Candidate 6410,Female,Dhi Qar,Renewal Front
6411,Candidate 6411,Male,Basra,Unity Alliance
6412,Candidate 6412,Male,Erbil,Unity Alliance
6413,Candidate 6413,Female,Nineveh,Justice Bloc
6414,Candidate 6414,Female,Nineveh,Progressive Movement
6415,Candidate 6415,Male,Anbar,Justice Bloc
6416,Candidate 6416,Female,Kirkuk,Renewal Front
6417,Candidate 6417,Male,Najaf,Unity Alliance
6418,Candidate 6418,Female,Sulaymaniyah,People First
6419,Candidate 6419,Male,Basra,Renewal Front
6420,Candidate 6420,Female,Erbil,People First
6421,Candidate 6421,Female,Baghdad,People First
6422,Candidate 6422,Female,Kirkuk,Progressive Movement
6423,Candidate 6423,Male,Anbar,Progressive Movement
6424,Candidate 6424,Male,Sulaymaniyah,Justice Bloc
6425,Candidate 6425,Male,Anbar,Unity Alliance
6426,Candidate 6426,Male,Basra,Justice Bloc
6427,Candidate 6427,Male,Sulaymaniyah,Justice Bloc
6428,Candidate 6428,Female,Baghdad,Justice Bloc
6429,Candidate 6429,Male,Karbala,Progressive Movement
6430,Candidate 6430,Female,Najaf,Progressive Movement
6431,Candidate 6431,Male,Kirkuk,Renewal Front
6432,Candidate 6432,Female,Erbil,Unity Alliance
6433,Candidate 6433,Male,Basra,Justice Bloc
6434,Candidate 6434,Male,Nineveh,People First
6435,Candidate 6435,Female,Karbala,Unity Alliance
6436,Candidate 6436,Male,Dhi Qar,Unity Alliance
6437,Candidate 6437,Female,Kirkuk,People First
6438,Candidate 6438,Male,Najaf,Unity Alliance
6439,Candidate 6439,Male,Sulaymaniyah,Renewal Front
6440,Candidate 6440,Male,Basra,Unity Alliance
6441,Candidate 6441,Female,Baghdad,Renewal Front
6442,Candidate 6442,Male,Najaf,Unity Alliance
6443,Candidate 6443,Male,Sulaymaniyah,Progressive Movement
6444,Candidate 6444,Female,Basra,Unity Alliance
6445,Candidate 6445,Female,Karbala,Justice Bloc
6446,Candidate 6446,Male,Anbar,Progressive Movement
6447,Candidate 6447,Male,Baghdad,Unity Alliance
6448,Candidate 6448,Female,Basra,Justice Bloc
6449,Candidate 6449,Female,Baghdad,Unity Alliance
6450,Candidate 6450,Female,Erbil,Unity Alliance
6451,Candidate 6451,Female,Kirkuk,People First
6452,Candidate 6452,Female,Karbala,Progressive Movement
6453,Candidate 6453,Female,Dhi Qar,Renewal Front
6454,Candidate 6454,Male,Dhi Qar,People First
6455,Candidate 6455,Male,Anbar,People First
6456,Candidate 6456,Female,Najaf,Unity Alliance
6457,Candidate 6457,Female,Basra,Renewal Front
6458,Candidate 6458,Male,Najaf,Progressive Movement
6459,Candidate 6459,Female,Kirkuk,Unity Alliance
6460,Candidate 6460,Male,Basra,Unity Alliance
6461,Candidate 6461,Female,Sulaymaniyah,Unity Alliance
6462,Candidate 6462,Male,Sulaymaniyah,Renewal Front
6463,Candidate 6463,Female,Karbala,Progressive Movement
6464,Candidate 6464,Male,Najaf,People First
6465,Candidate 6465,Male,Sulaymaniyah,Justice Bloc
6466,Candidate 6466,Female,Kirkuk,Progressive Movement
6467,Candidate 6467,Female,Nineveh,Justice Bloc
6468,Candidate 6468,Male,Dhi Qar,People First
6469,Candidate 6469,Female,Baghdad,Justice Bloc
6470,Candidate 6470,Female,Karbala,Renewal Front
6471,Candidate 6471,Male,Erbil,People First
6472,Candidate 6472,Male,Kirkuk,People First
6473,Candidate 6473,Male,Sulaymaniyah,Progressive Movement
6474,Candidate 6474,Female,Erbil,Justice Bloc
6475,Candidate 6475,Male,Kirkuk,Unity Alliance
6476,Candidate 6476,Female,Sulaymaniyah,Unity Alliance
6477,Candidate 6477,Female,Najaf,People First
6478,Candidate 6478,Male,Dhi Qar,People First
6479,Candidate 6479,Female,Anbar,People First
6480,Candidate 6480,Female,Basra,People First
6481,Candidate 6481,Female,Nineveh,Progressive Movement
6482,Candidate 6482,Male,Baghdad,Renewal Front
6483,Candidate 6483,Male,Kirkuk,People First
6484,Candidate 6484,Female,Basra,Unity Alliance
6485,Candidate 6485,Female,Erbil,Unity Alliance
6486,Candidate 6486,Male,Karbala,Unity Alliance
6487,Candidate 6487,Male,Basra,Justice Bloc
6488,Candidate 6488,Female,Basra,Renewal Front
6489,Candidate 6489,Male,Nineveh,People First
6490,Candidate 6490,Female,Najaf,Justice Bloc
6491,Candidate 6491,Male,Nineveh,Progressive Movement
6492,Candidate 6492,Male,Dhi Qar,Renewal Front
6493,Candidate 6493,Female,Karbala,People First
6494,Candidate 6494,Female,Basra,Progressive Movement
6495,Candidate 6495,Male,Basra,Progressive Movement
6496,Candidate 6496,Male,Najaf,People First
6497,Candidate 6497,Female,Baghdad,Unity Alliance
6498,Candidate 6498,Male,Dhi Qar,Unity Alliance
6499,Candidate 6499,Male,Sulaymaniyah,Unity Alliance
6500,Candidate 6500,Female,Karbala,Progressive Movement
6501,Candidate 6501,Female,Anbar,People First
6502,Candidate 6502,Female,Anbar,People First
6503,Candidate 6503,Male,Najaf,People First
6504,Candidate 6504,Male,Najaf,Unity Alliance
6505,Candidate 6505,Female,Karbala,Progressive Movement
6506,Candidate 6506,Female,Anbar,Renewal Front
6507,Candidate 6507,Male,Sulaymaniyah,Renewal Front
6508,Candidate 6508,Female,Baghdad,Progressive Movement
6509,Candidate 6509,Male,Baghdad,Unity Alliance
6510,Candidate 6510,Female,Erbil,Renewal Front
6511,Candidate 6511,Male,Erbil,Unity Alliance
6512,Candidate 6512,Male,Anbar,Unity Alliance
6513,Candidate 6513,Male,Erbil,People First
6514,Candidate 6514,Male,Baghdad,Progressive Movement
6515,Candidate 6515,Female,Baghdad,Renewal Front
6516,Candidate 6516,Female,Basra,Unity Alliance
6517,Candidate 6517,Female,Anbar,Unity Alliance
6518,Candidate 6518,Male,Sulaymaniyah,Renewal Front
6519,Candidate 6519,Male,Kirkuk,People First
6520,Candidate 6520,Female,Karbala,People First
6521,Candidate 6521,Female,Nineveh,Unity Alliance
6522,Candidate 6522,Female,Dhi Qar,Unity Alliance
6523,Candidate 6523,Male,Baghdad,Justice Bloc
6524,Candidate 6524,Female,Anbar,Renewal Front
6525,Candidate 6525,Male,Baghdad,Justice Bloc
6526,Candidate 6526,Female,Kirkuk,Unity Alliance
6527,Candidate 6527,Male,Kirkuk,Justice Bloc
6528,Candidate 6528,Female,Najaf,People First
6529,Candidate 6529,Male,Karbala,Justice Bloc
6530,Candidate 6530,Female,Nineveh,Progressive Movement
6531,Candidate 6531,Male,Anbar,People First
6532,Candidate 6532,Female,Anbar,People First
6533,Candidate 6533,Male,Baghdad,Unity Alliance
6534,Candidate 6534,Female,Najaf,Justice Bloc
6535,Candidate 6535,Female,Nineveh,People First
6536,Candidate 6536,Female,Baghdad,Progressive Movement
6537,Candidate 6537,Male,Sulaymaniyah,Unity Alliance
6538,Candidate 6538,Male,Najaf,Progressive Movement
6539,Candidate 6539,Female,Sulaymaniyah,People First
6540,Candidate 6540,Male,Dhi Qar,Progressive Movement
6541,Candidate 6541,Female,Basra,Justice Bloc
6542,Candidate 6542,Female,Nineveh,Renewal Front
6543,Candidate 6543,Male,Nineveh,Renewal Front
6544,Candidate 6544,Male,Karbala,Progressive Movement
6545,Candidate 6545,Female,Sulaymaniyah,Unity Alliance
6546,Candidate 6546,Male,Baghdad,Unity Alliance
6547,Candidate 6547,Male,Dhi Qar,Unity Alliance
6548,Candidate 6548,Female,Karbala,Unity Alliance
6549,Candidate 6549,Female,Kirkuk,People First
6550,Candidate 6550,Male,Baghdad,Progressive Movement
6551,Candidate 6551,Male,Basra,Justice Bloc
6552,Candidate 6552,Female,Najaf,Progressive Movement
6553,Candidate 6553,Male,Anbar,Unity Alliance
6554,Candidate 6554,Female,Sulaymaniyah,Justice Bloc
6555,Candidate 6555,Female,Anbar,Renewal Front
6556,Candidate 6556,Female,Sulaymaniyah,Renewal Front
6557,Candidate 6557,Male,Basra,Progressive Movement
6558,Candidate 6558,Female,Erbil,Progressive Movement
6559,Candidate 6559,Female,Baghdad,Progressive Movement
6560,Candidate 6560,Male,Dhi Qar,Progressive Movement
6561,Candidate 6561,Male,Nineveh,Justice Bloc
6562,Candidate 6562,Female,Sulaymaniyah,Renewal Front
6563,Candidate 6563,Male,Basra,People First
6564,Candidate 6564,Female,Najaf,Unity Alliance
6565,Candidate 6565,Male,Baghdad,Justice Bloc
6566,Candidate 6566,Male,Basra,People First
6567,Candidate 6567,Male,Karbala,Renewal Front
6568,Candidate 6568,Male,Nineveh,Progressive Movement
6569,Candidate 6569,Female,Nineveh,Unity Alliance
6570,Candidate 6570,Male,Basra,People First
6571,Candidate 6571,Male,Kirkuk,Renewal Front
6572,Candidate 6572,Female,Baghdad,People First
6573,Candidate 6573,Male,Dhi Qar,Unity Alliance
6574,Candidate 6574,Male,Kirkuk,Justice Bloc
6575,Candidate 6575,Male,Kirkuk,People First
6576,Candidate 6576,Female,Kirkuk,Renewal Front
6577,Candidate 6577,Male,Anbar,People First
6578,Candidate 6578,Female,Najaf,Progressive Movement
6579,Candidate 6579,Male,Dhi Qar,Renewal Front
6580,Candidate 6580,Male,Baghdad,People First
6581,Candidate 6581,Male,Najaf,Renewal Front
6582,Candidate 6582,Male,Basra,Renewal Front
6583,Candidate 6583,Female,Anbar,Progressive Movement
6584,Candidate 6584,Female,Nineveh,Renewal Front
6585,Candidate 6585,Female,Sulaymaniyah,People First
6586,Candidate 6586,Male,Basra,Renewal Front
6587,Candidate 6587,Male,Nineveh,Justice Bloc
6588,Candidate 6588,Male,Baghdad,Unity Alliance
6589,Candidate 6589,Male,Kirkuk,Progressive Movement
6590,Candidate 6590,Female,Kirkuk,Progressive Movement
6591,Candidate 6591,Male,Nineveh,Progressive Movement
6592,Candidate 6592,Male,Erbil,Unity Alliance
6593,Candidate 6593,Female,Erbil,Justice Bloc
6594,Candidate 6594,Female,Karbala,Progressive Movement
6595,Candidate 6595,Male,Basra,Justice Bloc
6596,Candidate 6596,Female,Anbar,Renewal Front
6597,Candidate 6597,Male,Baghdad,Progressive Movement
6598,Candidate 6598,Male,Nineveh,Unity Alliance
6599,Candidate 6599,Male,Baghdad,People First
6600,Candidate 6600,Male,Karbala,Progressive Movement
6601,Candidate 6601,Male,Najaf,Justice Bloc
6602,Candidate 6602,Female,Nineveh,Unity Alliance
6603,Candidate 6603,Male,Sulaymaniyah,Progressive Movement
6604,Candidate 6604,Male,Nineveh,Renewal Front
6605,Candidate 6605,Male,Dhi Qar,People First
6606,Candidate 6606,Male,Dhi Qar,People First
6607,Candidate 6607,Female,Karbala,Unity Alliance
6608,Candidate 6608,Male,Sulaymaniyah,Renewal Front
6609,Candidate 6609,Male,Najaf,Justice Bloc
6610,Candidate 6610,Female,Sulaymaniyah,Justice Bloc
6611,Candidate 6611,Male,Anbar,Renewal Front
6612,Candidate 6612,Male,Nineveh,Unity Alliance
6613,Candidate 6613,Male,Nineveh,Renewal Front
6614,Candidate 6614,Male,Dhi Qar,Unity Alliance
6615,Candidate 6615,Female,Erbil,Justice Bloc
6616,Candidate 6616,Male,Nineveh,Renewal Front
6617,Candidate 6617,Male,Basra,Unity Alliance
6618,Candidate 6618,Female,Karbala,Renewal Front
6619,Candidate 6619,Female,Basra,Renewal Front
6620,Candidate 6620,Female,Dhi Qar,Progressive Movement
6621,Candidate 6621,Male,Anbar,Unity Alliance
6622,Candidate 6622,Male,Basra,Justice Bloc
6623,Candidate 6623,Female,Baghdad,Renewal Front
6624,Candidate 6624,Male,Sulaymaniyah,Justice Bloc
6625,Candidate 6625,Female,Dhi Qar,Justice Bloc
6626,Candidate 6626,Female,Baghdad,Justice Bloc
6627,Candidate 6627,Male,Dhi Qar,Progressive Movement
6628,Candidate 6628,Male,Anbar,Renewal Front
6629,Candidate 6629,Female,Sulaymaniyah,People First
6630,Candidate 6630,Male,Erbil,Renewal Front
6631,Candidate 6631,Female,Erbil,People First
6632,Candidate 6632,Male,Najaf,Justice Bloc
6633,Candidate 6633,Female,Karbala,People First
6634,Candidate 6634,Male,Karbala,Renewal Front
6635,Candidate 6635,Female,Sulaymaniyah,Unity Alliance
6636,Candidate 6636,Female,Anbar,Justice Bloc
6637,Candidate 6637,Male,Najaf,Progressive Movement
6638,Candidate 6638,Male,Nineveh,Justice Bloc
6639,Candidate 6639,Male,Dhi Qar,Unity Alliance
6640,Candidate 6640,Male,Erbil,Progressive Movement
6641,Candidate 6641,Female,Karbala,Justice Bloc
6642,Candidate 6642,Male,Sulaymaniyah,Renewal Front
6643,Candidate 6643,Female,Erbil,Progressive Movement
6644,Candidate 6644,Male,Kirkuk,Renewal Front
6645,Candidate 6645,Male,Kirkuk,Justice Bloc
6646,Candidate 6646,Male,Anbar,Justice Bloc
6647,Candidate 6647,Male,Karbala,People First
6648,Candidate 6648,Male,Anbar,Renewal Front
6649,Candidate 6649,Female,Erbil,Progressive Movement
6650,Candidate 6650,Male,Kirkuk,People First
6651,Candidate 6651,Male,Nineveh,People First
6652,Candidate 6652,Female,Nineveh,People First
6653,Candidate 6653,Male,Sulaymaniyah,Renewal Front
6654,Candidate 6654,Male,Karbala,Progressive Movement
6655,Candidate 6655,Female,Karbala,Unity Alliance
6656,Candidate 6656,Male,Basra,Unity Alliance
6657,Candidate 6657,Female,Kirkuk,Justice Bloc
6658,Candidate 6658,Female,Baghdad,People First
6659,Candidate 6659,Female,Sulaymaniyah,Justice Bloc
6660,Candidate 6660,Female,Anbar,People First
